2010,1,1,0,NA,-21,-11,1021,NW,1.79,0,0
2010,1,1,1,NA,-21,-12,1020,NW,4.92,0,0
2010,1,1,2,NA,-21,-11,1019,NW,6.71,0,0
2010,1,1,3,NA,-21,-14,1019,NW,9.84,0,0
2010,1,1,4,NA,-20,-12,1018,NW,12.97,0,0
2010,1,1,5,NA,-19,-10,1017,NW,16.1,0,0
2010,1,1,6,NA,-19,-9,1017,NW,19.23,0,0
2010,1,1,7,NA,-19,-9,1017,NW,21.02,0,0
2010,1,1,8,NA,-19,-9,1017,NW,24.15,0,0
2010,1,1,9,NA,-20,-8,1017,NW,27.28,0,0
2010,1,1,10,NA,-19,-7,1017,NW,31.3,0,0
2010,1,1,11,NA,-18,-5,1017,NW,34.43,0,0
2010,1,1,12,NA,-19,-5,1015,NW,37.56,0,0
2010,1,1,13,NA,-18,-3,1015,NW,40.69,0,0
2010,1,1,14,NA,-18,-2,1014,NW,43.82,0,0
2010,1,1,15,NA,-18,-1,1014,cv,0.89,0,0
2010,1,1,16,NA,-19,-2,1015,NW,1.79,0,0
2010,1,1,17,NA,-18,-3,1015,NW,2.68,0,0
2010,1,1,18,NA,-18,-5,1016,NE,1.79,0,0
2010,1,1,19,NA,-17,-4,1017,NW,1.79,0,0
2010,1,1,20,NA,-17,-5,1017,cv,0.89,0,0
2010,1,1,21,NA,-17,-5,1018,NW,1.79,0,0
2010,1,1,22,NA,-17,-5,1018,NW,2.68,0,0
2010,1,1,23,NA,-17,-5,1020,cv,0.89,0,0
2010,1,2,0,129,-16,-4,1020,SE,1.79,0,0
2010,1,2,1,148,-15,-4,1020,SE,2.68,0,0
2010,1,2,2,159,-11,-5,1021,SE,3.57,0,0
2010,1,2,3,181,-7,-5,1022,SE,5.36,1,0
2010,1,2,4,138,-7,-5,1022,SE,6.25,2,0
2010,1,2,5,109,-7,-6,1022,SE,7.14,3,0
2010,1,2,6,105,-7,-6,1023,SE,8.93,4,0
2010,1,2,7,124,-7,-5,1024,SE,10.72,0,0
2010,1,2,8,120,-8,-6,1024,SE,12.51,0,0
2010,1,2,9,132,-7,-5,1025,SE,14.3,0,0
2010,1,2,10,140,-7,-5,1026,SE,17.43,1,0
2010,1,2,11,152,-8,-5,1026,SE,20.56,0,0
2010,1,2,12,148,-8,-5,1026,SE,23.69,0,0
2010,1,2,13,164,-8,-5,1025,SE,27.71,0,0
2010,1,2,14,158,-9,-5,1025,SE,31.73,0,0
2010,1,2,15,154,-9,-5,1025,SE,35.75,0,0
2010,1,2,16,159,-9,-5,1026,SE,37.54,0,0
2010,1,2,17,164,-8,-5,1027,SE,39.33,0,0
2010,1,2,18,170,-8,-5,1027,SE,42.46,0,0
2010,1,2,19,149,-8,-5,1028,SE,44.25,0,0
2010,1,2,20,154,-7,-5,1028,SE,46.04,0,0
2010,1,2,21,164,-7,-5,1027,SE,49.17,1,0
2010,1,2,22,156,-8,-6,1028,SE,52.3,2,0
2010,1,2,23,126,-8,-6,1027,SE,55.43,3,0
2010,1,3,0,90,-7,-6,1027,SE,58.56,4,0
2010,1,3,1,63,-8,-6,1026,SE,61.69,5,0
2010,1,3,2,65,-8,-7,1026,SE,65.71,6,0
2010,1,3,3,55,-8,-7,1025,SE,68.84,7,0
2010,1,3,4,65,-8,-7,1024,SE,72.86,8,0
2010,1,3,5,83,-9,-8,1024,SE,76.88,9,0
2010,1,3,6,91,-10,-8,1024,SE,80.9,10,0
2010,1,3,7,86,-10,-9,1024,SE,84.92,11,0
2010,1,3,8,82,-10,-9,1024,SE,89.84,12,0
2010,1,3,9,86,-11,-9,1023,SE,93.86,13,0
2010,1,3,10,78,-11,-9,1023,SE,97.88,15,0
2010,1,3,11,98,-11,-9,1022,SE,102.8,16,0
2010,1,3,12,107,-11,-9,1021,SE,105.93,17,0
2010,1,3,13,90,-11,-9,1020,SE,111.74,19,0
2010,1,3,14,96,-11,-9,1020,SE,116.66,20,0
2010,1,3,15,95,-11,-9,1020,SE,121.58,21,0
2010,1,3,16,86,-11,-9,1020,SE,124.71,22,0
2010,1,3,17,70,-11,-9,1020,SE,127.84,23,0
2010,1,3,18,61,-11,-9,1021,cv,0.89,24,0
2010,1,3,19,53,-11,-9,1022,cv,1.78,25,0
2010,1,3,20,71,-10,-9,1022,NW,4.02,26,0
2010,1,3,21,72,-11,-10,1023,NW,7.15,27,0
2010,1,3,22,76,-11,-9,1023,NW,11.17,0,0
2010,1,3,23,73,-12,-11,1023,NW,14.3,0,0
2010,1,4,0,79,-14,-12,1023,NW,16.09,0,0
2010,1,4,1,58,-16,-9,1023,NW,21.9,0,0
2010,1,4,2,25,-17,-10,1024,NW,29.95,0,0
2010,1,4,3,26,-18,-11,1024,NW,39.78,0,0
2010,1,4,4,28,-19,-11,1025,NW,48.72,0,0
2010,1,4,5,26,-20,-12,1026,NW,55.87,0,0
2010,1,4,6,20,-21,-12,1027,NW,64.81,0,0
2010,1,4,7,29,-21,-13,1027,NW,73.75,0,0
2010,1,4,8,26,-22,-13,1028,NW,80.9,0,0
2010,1,4,9,27,-22,-13,1029,NW,90.73,0,0
2010,1,4,10,27,-22,-12,1030,NW,100.56,0,0
2010,1,4,11,25,-23,-12,1031,NW,108.61,0,0
2010,1,4,12,29,-21,-11,1030,NW,117.55,0,0
2010,1,4,13,32,-20,-10,1030,NW,127.38,0,0
2010,1,4,14,28,-21,-10,1030,NW,136.32,0,0
2010,1,4,15,29,-21,-9,1030,NW,145.26,0,0
2010,1,4,16,30,-21,-9,1031,NW,152.41,0,0
2010,1,4,17,30,-20,-11,1032,NW,159.56,0,0
2010,1,4,18,28,-23,-11,1032,NW,165.37,0,0
2010,1,4,19,26,-21,-12,1033,NW,171.18,0,0
2010,1,4,20,31,-24,-12,1034,NW,180.12,0,0
2010,1,4,21,33,-24,-13,1034,NW,187.27,0,0
2010,1,4,22,29,-24,-13,1035,NW,195.32,0,0
2010,1,4,23,31,-26,-15,1035,NW,198.45,0,0
2010,1,5,0,30,-26,-17,1035,NW,201.58,0,0
2010,1,5,1,34,-26,-18,1035,NW,205.6,0,0
2010,1,5,2,27,-26,-19,1035,NW,208.73,0,0
2010,1,5,3,25,-27,-18,1035,NW,213.65,0,0
2010,1,5,4,28,-27,-19,1035,NW,218.57,0,0
2010,1,5,5,28,-27,-16,1034,NE,4.92,0,0
2010,1,5,6,27,-26,-16,1035,NE,8.05,0,0
2010,1,5,7,27,-27,-16,1034,NE,13.86,0,0
2010,1,5,8,27,-26,-16,1035,NE,18.78,0,0
2010,1,5,9,29,-26,-15,1035,NE,24.59,0,0
2010,1,5,10,36,-25,-14,1035,NE,29.51,0,0
2010,1,5,11,30,-25,-13,1035,NE,34.43,0,0
2010,1,5,12,27,-25,-12,1034,NE,39.35,0,0
2010,1,5,13,39,-24,-11,1032,NE,41.14,0,0
2010,1,5,14,41,-22,-11,1032,cv,0.89,0,0
2010,1,5,15,33,-23,-11,1031,NW,1.79,0,0
2010,1,5,16,50,-24,-11,1031,NW,3.58,0,0
2010,1,5,17,56,-23,-11,1031,NW,5.37,0,0
2010,1,5,18,59,-23,-11,1032,NW,7.16,0,0
2010,1,5,19,60,-22,-13,1033,NW,10.29,0,0
2010,1,5,20,84,-22,-12,1033,NW,13.42,0,0
2010,1,5,21,106,-24,-18,1033,NW,16.55,0,0
2010,1,5,22,66,-22,-13,1034,NW,20.57,0,0
2010,1,5,23,50,-22,-16,1033,NW,23.7,0,0
2010,1,6,0,56,-25,-17,1033,NW,26.83,0,0
2010,1,6,1,77,-25,-14,1033,NE,4.02,0,0
2010,1,6,2,50,-26,-14,1034,NE,8.04,0,0
2010,1,6,3,44,-26,-14,1033,NE,13.85,0,0
2010,1,6,4,27,-26,-14,1033,NE,17.87,0,0
2010,1,6,5,28,-26,-14,1033,NE,23.68,0,0
2010,1,6,6,21,-26,-14,1033,NE,28.6,0,0
2010,1,6,7,25,-26,-15,1034,NE,33.52,0,0
2010,1,6,8,20,-26,-14,1034,NE,39.33,0,0
2010,1,6,9,29,-25,-13,1035,NE,44.25,0,0
2010,1,6,10,34,-25,-12,1035,NE,50.06,0,0
2010,1,6,11,42,-24,-11,1035,NE,54.98,0,0
2010,1,6,12,28,-24,-10,1034,NE,59,0,0
2010,1,6,13,36,-22,-10,1033,NW,4.02,0,0
2010,1,6,14,48,-22,-9,1033,NW,5.81,0,0
2010,1,6,15,49,-22,-8,1033,cv,0.89,0,0
2010,1,6,16,52,-22,-8,1033,NW,1.79,0,0
2010,1,6,17,56,-21,-9,1033,NW,3.58,0,0
2010,1,6,18,96,-22,-9,1033,NW,5.37,0,0
2010,1,6,19,75,-22,-14,1034,cv,0.89,0,0
2010,1,6,20,105,-22,-12,1035,NW,1.79,0,0
2010,1,6,21,132,-21,-14,1034,NW,3.58,0,0
